x	y	z	annotation	gray
33.03349618658514	35.07896460431209	13	epidermis	[255 177   0]
33.44135062711965	35.992011566596226	13	epidermis	[255 177   0]
33.849205067654154	36.90505852888036	13	epidermis	[255 177   0]
34.25705950818866	37.818105491164495	13	epidermis	[255 177   0]
34.66491394872317	38.73115245344863	13	epidermis	[255 177   0]
35.072768389257675	39.64419941573276	13	epidermis	[255 177   0]
35.48062282979218	40.55724637801689	13	epidermis	[255 177   0]
35.88847727032669	41.470293340301026	13	carcass	[244 255   0]
36.296331710861196	42.38334030258516	13	carcass	[244 255   0]
24.158036576041102	12.757983068958378	13	midgut	[  0 255  21]
24.56589101657561	13.67103003124251	13	epidermis	[255 177   0]
24.973745457110116	14.584076993526644	13	trachea	[155 255   0]
25.381599897644623	15.497123955810777	13	trachea	[155 255   0]
25.78945433817913	16.410170918094913	13	CNS	[255  88   0]
26.19730877871364	17.323217880379048	13	epidermis	[255 177   0]
26.605163219248144	18.23626484266318	13	epidermis	[255 177   0]
27.01301765978265	19.14931180494731	13	epidermis	[255 177   0]
27.42087210031716	20.062358767231444	13	epidermis	[255 177   0]
27.828726540851665	20.97540572951558	13	CNS	[255  88   0]
28.236580981386172	21.888452691799714	13	trachea	[155 255   0]
28.64443542192068	22.801499654083848	13	epidermis	[255 177   0]
29.05228986245519	23.71454661636798	13	epidermis	[255 177   0]
29.460144302989693	24.627593578652114	13	CNS	[255  88   0]
29.867998743524197	25.54064054093625	13	epidermis	[255 177   0]
30.275853184058708	26.453687503220383	13	epidermis	[255 177   0]
30.683707624593218	27.366734465504514	13	epidermis	[255 177   0]
31.09156206512772	28.27978142778865	13	muscle	[ 67 255   0]
31.499416505662225	29.192828390072783	13	epidermis	[255 177   0]
31.907270946196736	30.105875352356918	13	epidermis	[255 177   0]
32.31512538673124	31.01892231464105	13	epidermis	[255 177   0]
32.722979827265746	31.931969276925184	13	epidermis	[255 177   0]
33.13083426780025	32.845016239209315	13	epidermis	[255 177   0]
33.53868870833476	33.75806320149345	13	epidermis	[255 177   0]
33.94654314886927	34.671110163777584	13	epidermis	[255 177   0]
34.354397589403774	35.58415712606172	13	epidermis	[255 177   0]
34.76225202993828	36.49720408834585	13	epidermis	[255 177   0]
35.17010647047279	37.41025105062999	13	epidermis	[255 177   0]
35.577960911007295	38.32329801291412	13	epidermis	[255 177   0]
35.9858153515418	39.23634497519825	13	epidermis	[255 177   0]
36.39366979207631	40.149391937482385	13	epidermis	[255 177   0]
36.80152423261082	41.06243889976652	13	epidermis	[255 177   0]
26.702501300463265	16.002316477560406	13	trachea	[155 255   0]
27.110355740997772	16.91536343984454	13	trachea	[155 255   0]
27.51821018153228	17.82841040212867	13	trachea	[155 255   0]
27.926064622066786	18.741457364412803	13	trachea	[155 255   0]
28.333919062601293	19.654504326696937	13	epidermis	[255 177   0]
28.7417735031358	20.567551288981072	13	CNS	[255  88   0]
29.149627943670307	21.480598251265206	13	trachea	[155 255   0]
29.557482384204814	22.39364521354934	13	midgut	[  0 255  21]
29.965336824739317	23.306692175833472	13	epidermis	[255 177   0]
30.373191265273828	24.219739138117607	13	epidermis	[255 177   0]
30.781045705808335	25.13278610040174	13	epidermis	[255 177   0]
31.188900146342846	26.045833062685876	13	CNS	[255  88   0]
31.59675458687735	26.958880024970007	13	epidermis	[255 177   0]
32.00460902741186	27.87192698725414	13	epidermis	[255 177   0]
32.41246346794637	28.784973949538276	13	epidermis	[255 177   0]
32.820317908480874	29.69802091182241	13	epidermis	[255 177   0]
33.22817234901538	30.611067874106542	13	epidermis	[255 177   0]
33.63602678954989	31.524114836390677	13	epidermis	[255 177   0]
34.043881230084395	32.43716179867481	13	epidermis	[255 177   0]
34.4517356706189	33.35020876095894	13	epidermis	[255 177   0]
34.85959011115341	34.26325572324308	13	epidermis	[255 177   0]
35.26744455168791	35.17630268552721	13	epidermis	[255 177   0]
35.67529899222242	36.089349647811346	13	epidermis	[255 177   0]
36.08315343275693	37.002396610095474	13	epidermis	[255 177   0]
30.470529346488945	21.985790773014834	13	epidermis	[255 177   0]
30.878383787023456	22.898837735298965	13	CNS	[255  88   0]
31.286238227557963	23.8118846975831	13	trachea	[155 255   0]
31.69409266809247	24.724931659867234	13	midgut	[  0 255  21]
32.10194710862697	25.63797862215137	13	CNS	[255  88   0]
32.50980154916148	26.5510255844355	13	epidermis	[255 177   0]
32.91765598969599	27.464072546719635	13	epidermis	[255 177   0]
33.325510430230494	28.37711950900377	13	epidermis	[255 177   0]
33.733364870765	29.2901664712879	13	epidermis	[255 177   0]
34.14121931129951	30.203213433572035	13	epidermis	[255 177   0]
34.549073751834015	31.11626039585617	13	epidermis	[255 177   0]
34.95692819236852	32.0293073581403	13	epidermis	[255 177   0]
2.4702400087632626	17.655994177759368	14	CNS	[255  88   0]
2.767127301467511	18.610906705392523	14	epidermis	[255 177   0]
3.064014594171759	19.565819233025678	14	epidermis	[255 177   0]
3.360901886876011	20.520731760658833	14	trachea	[155 255   0]
1.940716072875162	12.584544246889342	14	epidermis	[255 177   0]
2.2376033655794103	13.539456774522499	14	epidermis	[255 177   0]
2.5344906582836657	14.494369302155654	14	CNS	[255  88   0]
2.831377950987914	15.449281829788807	14	trachea	[155 255   0]
3.1282652436921623	16.40419435742196	14	trachea	[155 255   0]
3.425152536396414	17.35910688505512	14	trachea	[155 255   0]
3.722039829100664	18.31401941268827	14	epidermis	[255 177   0]
4.018927121804911	19.268931940321426	14	epidermis	[255 177   0]
4.315814414509168	20.22384446795458	14	trachea	[155 255   0]
4.612701707213416	21.178756995587737	14	epidermis	[255 177   0]
4.909588999917663	22.13366952322089	14	epidermis	[255 177   0]
5.206476292621916	23.088582050854047	14	epidermis	[255 177   0]
5.503363585326163	24.043494578487202	14	epidermis	[255 177   0]
5.800250878030415	24.998407106120357	14	epidermis	[255 177   0]
6.097138170734668	25.95331963375351	14	epidermis	[255 177   0]
6.394025463438915	26.908232161386664	14	epidermis	[255 177   0]
6.690912756143167	27.86314468901982	14	trachea	[155 255   0]
6.987800048847415	28.818057216652974	14	carcass	[244 255   0]
7.284687341551667	29.77296974428613	14	epidermis	[255 177   0]
2.0049667223955687	9.42291937128563	14	epidermis	[255 177   0]
2.301854015099817	10.377831898918785	14	CNS	[255  88   0]
2.598741307804069	11.332744426551942	14	epidermis	[255 177   0]
2.895628600508317	12.287656954185094	14	epidermis	[255 177   0]
3.1925158932125655	13.242569481818249	14	epidermis	[255 177   0]
3.489403185916821	14.1974820094514	14	carcass	[244 255   0]
3.786290478621069	15.152394537084557	14	epidermis	[255 177   0]
4.083177771325319	16.107307064717713	14	epidermis	[255 177   0]
4.380065064029569	17.062219592350868	14	epidermis	[255 177   0]
4.676952356733818	18.01713211998402	14	epidermis	[255 177   0]
4.973839649438068	18.972044647617174	14	epidermis	[255 177   0]
5.270726942142321	19.92695717525033	14	carcass	[244 255   0]
5.56761423484657	20.881869702883485	14	epidermis	[255 177   0]
